Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares,exchange,ACT Symbol,Exchange,CQS Symbol,NASDAQ Symbol,act_symbol_backup,cqs_symbol_backup
REFI,"Chicago Atlantic Real Estate Finance, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
REG,Regency Centers Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
REGN,"Regeneron Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
RELI,"Reliance Global Group, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
RELL,"Richardson Electronics, Ltd. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
RELY,"Remitly Global, Inc. - Common stock",Q,N,N,100,N,N,NASDAQ,,,,,,
RENT,"Rent the Runway, Inc. - Class A Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
REPL,"Replimune Group, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
REVB,"Revelation Biosciences, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
REYN,Reynolds Consumer Products Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
RFAI,RF Acquisition Corp II - Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
RFIL,"RF Industries, Ltd. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
RGC,Regencell Bioscience Holdings Limited - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
RGCO,RGC Resources Inc. - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
RGEN,Repligen Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
RGLD,"Royal Gold, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
RGNX,REGENXBIO Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
RGP,"Resources Connection, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
RGS,Regis Corporation - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
RGTI,"Rigetti Computing, Inc.  - Common stock",S,N,N,100,N,N,NASDAQ,,,,,,
RIBB,Ribbon Acquisition Corp - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
RICK,"RCI Hospitality Holdings, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
RIGL,"Rigel Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
RILY,"B. Riley Financial, Inc. - Common Stock",G,N,E,100,N,N,NASDAQ,,,,,,
RIME,"Algorhythm Holdings, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
RIOT,"Riot Platforms, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
RIVN,"Rivian Automotive, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
RKDA,"Arcadia Biosciences, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
RKLB,Rocket Lab Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
RLAY,"Relay Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
RLMD,"Relmada Therapeutics, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
RLYB,Rallybio Corporation - Common Stock,S,N,D,100,N,N,NASDAQ,,,,,,
RMBI,"Richmond Mutual Bancorporation, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
RMBS,"Rambus, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
RMCF,"Rocky Mountain Chocolate Factory, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,,,,,,
RMCO,Royalty Management Holding Corporation - Class A Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
RMNI,"Rimini Street, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
RMR,The RMR Group Inc. - Class A Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
RMSG,Real Messenger Corporation - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
RMTI,"Rockwell Medical, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
RNA,"Avidity Biosciences, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
RNAC,"Cartesian Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
RNAZ,"TransCode Therapeutics, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
RNTX,"Rein Therapeutics, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
RNXT,"RenovoRx, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
ROAD,"Construction Partners, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
ROCK,"Gibraltar Industries, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
ROIV,Roivant Sciences Ltd. - Common Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
ROMA,Roma Green Finance Limited - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
ROOT,"Root, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
ROP,"Roper Technologies, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
ROST,"Ross Stores, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
RPAY,Repay Holdings Corporation - Class A Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
RPD,"Rapid7, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
RPGL,Republic Power Group Limited - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
RPID,"Rapid Micro Biosystems, Inc. - Class A Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
RPRX,Royalty Pharma plc - Class A Ordinary Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
RPTX,Repare Therapeutics Inc. - Common Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
RR,Richtech Robotics Inc. - Class B Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
RRBI,"Red River Bancshares, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
RRGB,"Red Robin Gourmet Burgers, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
RRR,"Red Rock Resorts, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
RSSS,"Research Solutions, Inc - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
RTAC,Renatus Tactical Acquisition Corp I - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
RUBI,Rubico Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
RUM,Rumble Inc. - Class A Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
RUN,Sunrun Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
RUSHA,"Rush Enterprises, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
RUSHB,"Rush Enterprises, Inc. - Class B Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
RVMD,"Revolution Medicines, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
RVPH,"Reviva Pharmaceuticals Holdings, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,,,,,,
RVSB,Riverview Bancorp Inc - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
RVSN,Rail Vision Ltd. - Ordinary Shares,S,N,D,100,N,N,NASDAQ,,,,,,
RVYL,Ryvyl Inc. - Common Stock,S,N,D,100,N,N,NASDAQ,,,,,,
RWAY,Runway Growth Finance Corp. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
RXRX,"Recursion Pharmaceuticals, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
RXST,"RxSight, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
RXT,"Rackspace Technology, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
RYET,Ruanyun Edai Technology Inc. - Ordinary shares,S,N,N,100,N,N,NASDAQ,,,,,,
RYM,"RYTHM, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
RYOJ,"rYojbaba Co., Ltd. - Common Shares",S,N,N,100,N,N,NASDAQ,,,,,,
RYTM,"Rhythm Pharmaceuticals, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
RZLT,"Rezolute, Inc. - Common Stock (NV)",S,N,N,100,N,N,NASDAQ,,,,,,
RZLV,Rezolve AI PLC - Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
SABS,"SAB Biotherapeutics, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SAFT,"Safety Insurance Group, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SAFX,"XCF Global, Inc. - Class A Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SAGT,SAGTEC GLOBAL LIMITED - Ordinary shares,S,N,N,100,N,N,NASDAQ,,,,,,
SAIA,"Saia, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SAIC,Science Applications International Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
SAIH,SAIHEAT Limited - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
SAIL,"SailPoint, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SAMG,Silvercrest Asset Management Group Inc. - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
SANA,"Sana Biotechnology, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SANG,Sangoma Technologies Corporation - Common Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
SANM,Sanmina Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
SATL,Satellogic Inc. - Class A Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
SATS,EchoStar Corporation - Common stock,Q,N,N,100,N,N,NASDAQ,,,,,,
SAVA,"Cassava Sciences, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SBAC,SBA Communications Corporation - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
SBC,SBC Medical Group Holdings Incorporated - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
SBCF,Seacoast Banking Corporation of Florida - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
SBET,"SharpLink Gaming, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SBFG,"SB Financial Group, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SBFM,Sunshine Biopharma Inc. - Common stock,S,N,N,100,N,N,NASDAQ,,,,,,
SBGI,"Sinclair, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SBLK,Star Bulk Carriers Corp. - Common Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
SBLX,"StableX Technologies, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SBRA,"Sabra Health Care REIT, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SBUX,Starbucks Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
SCHL,Scholastic Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
SCKT,"Socket Mobile, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SCLX,Scilex Holding Company - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
SCNX,"Scienture Holdings, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,,,,,,
SCSC,"ScanSource, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SCVL,"Shoe Carnival, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SCWO,374Water Inc. - common stock,S,N,D,100,N,N,NASDAQ,,,,,,
SCYX,"SCYNEXIS, Inc. - Common Stock",G,N,D,100,N,N,NASDAQ,,,,,,
SDA,SunCar Technology Group Inc. - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
SDHI,Siddhi Acquisition Corp - Class A Common stock,G,N,N,100,N,N,NASDAQ,,,,,,
SDM,Smart Digital Group Limited - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
SDOT,Sadot Group Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
SDST,Stardust Power Inc. - Common Stock,G,N,D,100,N,N,NASDAQ,,,,,,
SEAT,Vivid Seats Inc. - Class A common stock,Q,N,N,100,N,N,NASDAQ,,,,,,
SEDG,"SolarEdge Technologies, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SEED,Origin Agritech Limited - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
SEGG,"Lottery.com, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
SEIC,SEI Investments Company - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
SELF,"Global Self Storage, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SELX,Semilux International Ltd. - Ordinary Shares,S,N,E,100,N,N,NASDAQ,,,,,,
SENEA,Seneca Foods Corp. - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
SENEB,Seneca Foods Corp. - Class B Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
SEPN,"Septerna, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
SERA,"Sera Prognostics, Inc. - Class A Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
SERV,Serve Robotics Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
SEV,Aptera Motors Corp. - Class B Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
SEVN,Seven Hills Realty Trust  - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
SEZL,Sezzle Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
SFBC,"Sound Financial Bancorp, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SFD,"Smithfield Foods, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SFHG,Samfine Creation Holdings Group Limited - Class A Ordinary Share,S,N,D,100,N,N,NASDAQ,,,,,,
SFIX,"Stitch Fix, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SFM,"Sprouts Farmers Market, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SFNC,Simmons First National Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
SFST,"Southern First Bancshares, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
SFWL,Shengfeng Development Limited - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
SGA,"Saga Communications, Inc. - Class A Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
SGBX,Safe & Green Holdings Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
SGC,"Superior Group of Companies, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
SGD,Safe and Green Development Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
SGHT,"Sight Sciences, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SGLY,Singularity Future Technology Ltd. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
SGML,Sigma Lithium Corporation - common shares,S,N,N,100,N,N,NASDAQ,,,,,,
SGMO,"Sangamo Therapeutics, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,,,,,,
SGMT,Sagimet Biosciences Inc. - Series A Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
SGRP,"SPAR Group, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SGRY,"Surgery Partners, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SHBI,"Shore Bancshares, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SHC,Sotera Health Company - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
SHEN,Shenandoah Telecommunications Co - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
SHFS,"SHF Holdings, Inc. - Class A Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SHIM,Shimmick Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
SHIP,Seanergy Maritime Holdings Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
SHLS,"Shoals Technologies Group, Inc. - Class A Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
SHMD,SCHMID Group N.V. - Class A Ordinary Shares,G,N,E,100,N,N,NASDAQ,,,,,,
SHOO,"Steven Madden, Ltd. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SHPH,"Shuttle Pharmaceuticals Holdings, Inc. - common stock",S,N,N,100,N,N,NASDAQ,,,,,,
SIBN,"SI-BONE, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
SIEB,Siebert Financial Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
SIGA,SIGA Technologies Inc. - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
SIGI,"Selective Insurance Group, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SILC,Silicom Ltd - Ordinary Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
SILO,"Silo Pharma, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,,,,,,
SIMA,SIM Acquisition Corp. I - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
SINT,"SiNtx Technologies, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SION,"Sionna Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
SIRI,SiriusXM Holdings Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
SITM,SiTime Corporation - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
SJ,Scienjoy Holding Corporation - Class A Ordinary Shares,S,N,D,100,N,N,NASDAQ,,,,,,
SKBL,Skyline Builders Group Holding Limited - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
SKIN,The Beauty Health Company - Class A Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
SKK,SKK Holdings Limited - Ordinary Shares,S,N,D,100,N,N,NASDAQ,,,,,,
SKWD,"Skyward Specialty Insurance Group, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SKYE,"Skye Bioscience, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
SKYQ,Sky Quarry Inc. - Common Stock,S,N,D,100,N,N,NASDAQ,,,,,,
SKYT,"SkyWater Technology, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SKYX,SKYX Platforms Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
SLAB,"Silicon Laboratories, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SLDB,Solid Biosciences Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
SLDE,"Slide Insurance Holdings, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SLDP,"Solid Power, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SLE,"Super League Enterprise, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,,,,,,
SLGB,Smart Logistics Global Limited - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
SLGL,Sol-Gel Technologies Ltd. - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
SLM,SLM Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
SLMT,Brera Holdings PLC - Class B Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
SLNG,"Stabilis Solutions, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SLNH,"Soluna Holdings, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SLNO,"Soleno Therapeutics, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SLP,"Simulations Plus, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SLRX,"Salarius Pharmaceuticals, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SLSN,"Solesence, Inc. - Common stock",S,N,N,100,N,N,NASDAQ,,,,,,
SLXN,Silexion Therapeutics Corp - Ordinary Shares,S,N,D,100,N,N,NASDAQ,,,,,,
SMBC,"Southern Missouri Bancorp, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
SMCI,"Super Micro Computer, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SMID,Smith-Midland Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
SMMT,Summit Therapeutics Inc.  - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
SMPL,The Simply Good Foods Company - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
SMSI,"Smith Micro Software, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,,,,,,
SMTC,Semtech Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
SMTI,Sanara MedTech Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
SMTK,"SmartKem, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,,,,,,
SMX,SMX (Security Matters) Public Limited Company - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
SMXT,Solarmax Technology Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
SNAL,"Snail, Inc. - Class A Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SNCY,"Sun Country Airlines Holdings, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SND,"Smart Sand, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SNDK,Sandisk Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
SNDL,SNDL Inc. - Common Shares,S,N,N,100,N,N,NASDAQ,,,,,,
SNDX,"Syndax Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SNES,"SenesTech, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SNEX,StoneX Group Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
SNFCA,Security National Financial Corporation - Class A Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
SNGX,"Soligenix, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,,,,,,
SNOA,"Sonoma Pharmaceuticals, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SNPS,"Synopsys, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SNSE,"Sensei Biotherapeutics, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SNT,Senstar Technologies Corporation - Common Shares,G,N,N,100,N,N,NASDAQ,,,,,,
SNTG,Sentage Holdings Inc. - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
SNTI,"Senti Biosciences, Inc.  - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SNWV,"SANUWAVE Health, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
SOCA,Solarius Capital Acquisition Corp. - Class A Ordinary Share,G,N,N,100,N,N,NASDAQ,,,,,,
SOFI,"SoFi Technologies, Inc.  - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SOHO,Sotherly Hotels Inc. - Common Stock,S,N,D,100,N,N,NASDAQ,,,,,,
SOLSV,Solstice Advanced Materials Inc. - Common Stock When Issued,Q,N,N,100,N,N,NASDAQ,,,,,,
SOND,Sonder Holdings Inc. - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
SONM,"Sonim Technologies, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,,,,,,
SONN,"Sonnet BioTherapeutics Holdings, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SONO,"Sonos, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SOPA,Society Pass Incorporated - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
SOPH,SOPHiA GENETICS SA - Ordinary Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
SORA,AsiaStrategy - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
SOTK,Sono-Tek Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
SOUN,"SoundHound AI, Inc. - Class A Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
SOWG,Sow Good Inc. - Common Stock,S,N,D,100,N,N,NASDAQ,,,,,,
SPAI,Safe Pro Group Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
SPCB,"SuperCom, Ltd. - Ordinary Shares",S,N,N,100,N,N,NASDAQ,,,,,,
SPEG,Silver Pegasus Acquisition Corp - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
SPFI,"South Plains Financial, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SPHL,Springview Holdings Ltd - Ordinary shares,S,N,D,100,N,N,NASDAQ,,,,,,
SPKL,Spark I Acquisition Corp. - Class A Ordinary Share,G,N,N,100,N,N,NASDAQ,,,,,,
SPNS,Sapiens International Corporation N.V. - Common Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
SPOK,"Spok Holdings, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SPPL,SIMPPLE LTD. - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
SPRB,"Spruce Biosciences, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SPRC,SciSparc Ltd. - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
SPRO,"Spero Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SPRY,"ARS Pharmaceuticals, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
SPSC,"SPS Commerce, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SPT,"Sprout Social, Inc - Class A Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SPWH,"Sportsman's Warehouse Holdings, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SQFT,"Presidio Property Trust, Inc. - Class A Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SRAD,Sportradar Group AG - Class A Ordinary Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
SRBK,"SR Bancorp, Inc. - Common stock",S,N,N,100,N,N,NASDAQ,,,,,,
SRCE,1st Source Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
SRDX,"Surmodics, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SRPT,"Sarepta Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
SRRK,Scholar Rock Holding Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
SRTA,"Strata Critical Medical, Inc. - Class A Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
SRTS,"Sensus Healthcare, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
